genotipo;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
EMB48;979;56;0.9432568861624546;0.010728101793799735;0.03231033300893283;False;False
EMB48;980;56;0.943251242880008;0.01072205349278955;0.03231033300893283;False;False
EMB48;981;56;0.94342613501082;0.010911167799014496;0.03262216495011477;False;False
EMB48;982;56;0.9437816824473062;0.011306474402963809;0.03343680694428198;False;False
EMB48;983;56;0.9441453422051567;0.01172633811290414;0.034334252682413406;False;False
EMB48;984;56;0.9442079948546788;0.01180030601372066;0.0344763926412266;False;False
EMB48;985;56;0.9441526283968006;0.011734915226899949;0.034334252682413406;False;False
EMB48;986;56;0.9442586482320322;0.011860464373360444;0.03454707309882091;False;False
EMB48;987;56;0.9445830626640541;0.012253440919057071;0.03544683684765311;False;False
EMB48;988;56;0.9448842157107065;0.012630437452741342;0.036230807294506985;False;False
EMB48;989;56;0.9451897620213005;0.013025348669895197;0.03715575816683595;False;False
EMB48;990;56;0.9455871896179704;0.013558421404744538;0.0384092849463136;False;False
EMB48;991;56;0.9461507990367019;0.014353799730845308;0.04012277486742161;False;False
EMB48;992;56;0.9468129273922711;0.015350858341828658;0.04231802481060561;False;False
EMB48;993;56;0.9474436936462954;0.016368053318830712;0.04458283845540743;False;False
EMB48;994;56;0.9476259168527831;0.016674823503727815;0.045303668570656444;False;False
EMB48;995;56;0.9478807755463705;0.017113967271502113;0.046185193255066884;False;False
EMB48;996;56;0.9483169206959551;0.01789367705309078;0.04772422839517449;False;False
EMB48;997;56;0.9488323874830332;0.018863155120359326;0.0497279320717956;False;False
EMB48;998;56;0.9494694246639981;0.02013737135137809;0.052148672527369266;False;True
EMB48;999;56;0.950095934743169;0.021478101101767268;0.05499573702837037;False;True
EMB48;1000;56;0.9506074158015672;0.022641375968794623;0.05697848111901568;False;True
EMB48;1001;56;0.9510035058903821;0.023587094677715182;0.05842648693719063;False;True
EMB48;1002;56;0.9513691857556298;0.02449664150866913;0.060259134376624876;False;True
EMB48;1003;56;0.9515535564947276;0.024968954405198116;0.06096586367269207;False;True
EMB48;1004;56;0.9513717816313565;0.024503226752854775;0.060259134376624876;False;True
EMB48;1005;56;0.9515902963568186;0.025064196784707813;0.061125645190767804;False;True
EMB48;1006;56;0.9519281975197291;0.025958028399010437;0.0627089708437814;False;True
EMB48;1007;56;0.9523474670487253;0.027113253497584713;0.06488831146271441;False;True
EMB48;1008;56;0.952895899870685;0.028705311537249485;0.06758669931846473;False;True
EMB48;1009;56;0.9535242004081448;0.03064878216002672;0.07023536559800536;False;True
EMB48;1010;56;0.9539716278086499;0.03211536853560525;0.07230734007860178;False;True
EMB48;1011;56;0.9541443338530977;0.03270070172831698;0.07274662134927583;False;True
EMB48;1012;56;0.9540049545945428;0.032227470367377144;0.07241829861855133;False;True
EMB48;1013;56;0.953667674035735;0.031111366836246365;0.0710376168245086;False;True
EMB48;1014;56;0.9533109160662212;0.029974222685062474;0.06912330497111478;False;True
EMB48;1015;56;0.953061345478584;0.029204362463222628;0.06814351241418613;False;True
EMB48;1016;56;0.9529853692232132;0.02897408136525118;0.06781732820471625;False;True
EMB48;1017;56;0.9531130573236469;0.02936218194018879;0.06828565054474774;False;True
EMB48;1018;56;0.9533836325178571;0.030202462196472945;0.06936758114777829;False;True
EMB48;1019;56;0.953753918158372;0.03139290179839187;0.07114568131326157;False;True
EMB48;1020;56;0.9540636846892354;0.032426006849494475;0.07252534356413651;False;True
EMB48;1021;56;0.9542012991756853;0.03289617613769205;0.07287877841828308;False;True
EMB48;1022;56;0.9541387588982708;0.03268163604572873;0.07274662134927583;False;True
EMB48;1023;56;0.9539459704464618;0.03202933903936115;0.07226861866856954;False;True
EMB48;1024;56;0.9536496733443349;0.031052935475795417;0.07100286584264928;False;True
EMB48;1025;56;0.953344764998425;0.030080243555884813;0.06916432683085173;False;True
EMB48;1026;56;0.9531140304593283;0.0293651603025195;0.06828565054474774;False;True
EMB48;1027;56;0.9529871424037523;0.028979434328298713;0.06781732820471625;False;True
EMB48;1028;56;0.9530759456733255;0.029248831670534964;0.06816972017757637;False;True
EMB48;1029;56;0.9533175587623673;0.02999499825660271;0.06912330497111478;False;True
EMB48;1030;56;0.9536756842221022;0.031137404936729996;0.0710376168245086;False;True
EMB48;1031;56;0.953972116565362;0.03211700965948621;0.07230734007860178;False;True
EMB48;1032;56;0.9541606017688442;0.03275640177464917;0.07274662134927583;False;True
EMB48;1033;56;0.9542738369210002;0.0331468350471527;0.07308171197281338;False;True
EMB48;1034;56;0.9542183563809747;0.03295494182140657;0.07287877841828308;False;True
EMB48;1035;56;0.9540305778599472;0.03231393464668138;0.07241829861855133;False;True
EMB48;1036;56;0.9537075421412479;0.03124118625198318;0.0711161742539595;False;True
EMB48;1037;56;0.9533004558880557;0.029941537804723722;0.06912330497111478;False;True
EMB48;1038;56;0.9528977128118665;0.028710731990406472;0.06758669931846473;False;True
EMB48;1039;56;0.9525487594847764;0.02768668902473961;0.06579999906111349;False;True
EMB48;1040;56;0.9524303090857191;0.027347746460694437;0.06529712222454516;False;True
EMB48;1041;56;0.9525376573746507;0.02765473659928772;0.06579999906111349;False;True
EMB48;1042;56;0.9528173166451372;0.02847137363133804;0.06735269586836715;False;True
EMB48;1043;56;0.9532690620260588;0.02984366276141656;0.069085047769374;False;True
EMB48;1044;56;0.9537203200864243;0.031282912498914836;0.07113221012779859;False;True
EMB48;1045;56;0.9541240304922616;0.03263132187230506;0.07274662134927583;False;True
EMB48;1046;56;0.9543758160304782;0.03350257088216937;0.07344504226254063;False;True
EMB48;1047;56;0.954504525227912;0.03395718482004397;0.07416627961083255;False;True
EMB48;1048;56;0.9545141320375019;0.033991371445237735;0.07416627961083255;False;True
EMB48;1049;56;0.9543772053852803;0.03350744452634575;0.07344504226254063;False;True
EMB48;1050;56;0.9542241403429063;0.032974893404274355;0.07287877841828308;False;True
