dia;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
D02;746;192;0.9540105163783508;7.110562402039845e-06;0.0003700065248252638;False;False
D02;747;192;0.9538037776878688;6.784633780804656e-06;0.0003700065248252638;False;False
D02;748;192;0.9534710105056561;6.292533051766329e-06;0.0003700065248252638;False;False
D02;749;192;0.9532199668350443;5.946148179810242e-06;0.0003700065248252638;False;False
D02;750;192;0.9533436303689451;6.114205175723419e-06;0.0003700065248252638;False;False
D02;751;192;0.9540356169281745;7.151238259009572e-06;0.0003700065248252638;False;False
D02;752;192;0.9551269678416696;9.17852690602321e-06;0.000406414922298788;False;False
D02;753;192;0.9563944784798079;1.2313003647909137e-05;0.0004764900090917291;False;False
D02;754;192;0.9576505664776859;1.6544905484160582e-05;0.0005850620887588509;False;False
D02;755;192;0.958685929733749;2.117635421967324e-05;0.000693458233337763;False;False
D02;756;192;0.9595928331225219;2.6353018881976515e-05;0.0008189400261656641;False;False
D02;757;192;0.9603049240552561;3.1342729912250866e-05;0.0009453520448533312;False;False
D02;758;192;0.9608326805027384;3.567555134766156e-05;0.001030571208648646;False;False
